src,ref
I'm going to ask you to tell me which one's which. ,"Sie sollen herausfinden, welches nun was ist. "
"All you have to do is play with it, change it a little bit, and come up with something that does help, that does work. ","Alles was man tun muss ist damit zu spielen, sie ein wenig zu verändern, und sich etwas einfallen zu lassen, das hilft, das funktioniert. "
Tell us -- just while we see if someone has a question -- just tell us about one of the other things that you've worked on. ,"Chris Anderson: Erzählen Sie doch - während wir sehen, ob jemand eine Frage hat - erzählen Sie doch bitte von einer der anderen Sachen, an denen Sie arbeiten. "
But that actually indicates a lack of understanding of how terrorist investigations actually work. ,Aber das zeugt eigentlich von einem Mangel an Verständnis wie Terrorismusermittlungen funktionieren. 
"A human or something else has to connect them to the context, and that makes them meaningful. ",Ein Mensch oder Subjekt muss sie im Kontext erschließen und dadurch erlangen sie Bedeutung. 
So leave it up to your own imagination. ,Also lassen Sie sich etwas einfallen. 
So what would you do at this point? ,Was würden Sie in dieser Situation tun? 
"Well, no. ",Eher nicht. 
You can try to simulate them and tell me which one you think you might prefer. ,"Sie können versuchen, sie zu simulieren und mir dann sagen, welche davon Sie bevorzugen. "
"I gave tons of examples of frugal innovators from around the world, but the question is, how do you go about adopting frugal innovation? ","Ich habe viele Beispiele für Frugale Innovation weltweit gezeigt, doch die Frage ist, wie man Frugale Innovation anwendet. "
And I'd like to begin with a brief bit of history about what we know about brains. ,"Jetzt möchte ich kurz historisch betrachten, was wir über Gehirne wissen. "
What would that system look like? ,Wie würde ein solches System aussehen? 
And I want you to help me do that in this next clip. ,Und im nächsten Video sollen Sie mir dabei helfen. 
"Nearly everywhere I go, I meet incredibly interesting entrepreneurs who are seeking access to finance, access to markets and established business networks. ","Fast überall treffe ich unheimlich interessante Unternehmer die Zugang zu Finanzierung, Märkten und Geschäftsbeziehungen suchen. "
"Now, folks often ask us at the James Randi Educational Foundation, they call me, they say, ""Why are you so concerned about this, Mr. Randi? ","Nun, die Leute fragen uns in der James Randi Educational Foundation oft, sie rufen mich an, sie sagen, ""Warum nehmen sie das so ernst, Mr. Randi? "
But we're going to start small. ,Aber wir fangen klein an. 
"Now you can think about this, if you like, as a problem about boxes. ","Wenn man möchte, kann man das als ein Problem mit Kisten sehen. "
And you can't just draw them arbitrarily. ,Und man kann sie nicht einfach beliebig zeichnen. 
"And then also, you're trying to stay very, very, very still because little movements with other parts of your body will affect the pitch, or sometimes if you're holding a low note -- (Tone rising out of key) -- and breathing will make it ... ","Und dann, auch noch, versucht man so sehr, sehr, sehr ruhig zu bleiben, denn jede kleinste Bewegung mit anderen Teilen deines Körpers haben Einfluss auf die Tonhöhe. Manchmal, wenn man einen tiefen Ton hält, und auch das Atmen, ähm, beeinflusst es ... (Ton steigt aus der Tonart) "
"Usually these questions take the form of a super-long paragraph, like a whole page long with lots and lots of clauses, ""wherein this"" and ""therefore that."" ","Normalerweise haben diese Fragen die Form superlanger Absätze. Etwa eine Seite lang und mit einer Menge Nebensätze ""wobei dies ..."" und ""... daher das"". "
"First, I want to explain how and why crack cocaine had such a profound influence on inner-city gangs. ","Zuerst will ich erklären, wie und warum Crack so einen enormen Einfluss auf Gangs in Großstädten hatte. "
"[""U.S. Share of Income Going to Labor vs. CEO-to-Worker Compensation Ratio""] Now, higher profit margins do not increase societal wealth. ","[""Einkommen US-Arbeitnehmer vs. Gehälter der Geschäftsführer""]. Hohe Gewinnspannen erhöhen nicht den gesellschaftlichen Reichtum. "
"But the thing is, the people around me, they didn't realize that I had no idea what all these abbreviated texts meant, like LOL, OMG, LMAO, until one day I was having a conversation with one of my friends via text, and I asked him to do something, and he responded back, ""K."" ","Doch den Leuten in meinem Umfeld war nicht klar, dass ich mit all diesen Abkürzungen wie LOL, OMG, LMAO nichts anfangen konnte. Eines Tages hatte ich ein Gespräch mit einem Freund, per SMS, ich bat ihn um etwas und er antwortete: ""K"". "
"Here's why: Once they become ubiquitous, each year, these vehicles will save tens of thousands of lives in the United States alone and a million globally. ","Der Grund: Sind sie einmal allgegenwärtig, werden diese Fahrzeuge jedes Jahr zehntausende Leben allein in den USA und weltweit eine Million Leben retten. "
You have to understand who you are designing for. ,"Sie müssen verstehen, für wen Sie gestalten. "
In this context I'll just show you a few. ,Hier werde ich Ihnen nur ein paar zeigen. 
Put this on top. ,Legen Sie das hier obendrauf. 
Let me just start with number one. ,Fangen wir mit Idee Nummer 1 an. 
"One of them is written by a human, and the other one's written by a computer. ","Eines stammt von einem Menschen, das andere von einem Computer. "
"For example, how a nightlight works, or why an elevator door stays open, or how an iPod responds to touch. ","Wie zum Beispiel ein Nachtlicht funktioniert, oder warum die Türen des Aufzugs offenbleiben, oder wie ein iPod auf Berührung reagiert. "
I'm going to give you just two examples today. ,Ich werde Ihnen heute nur zwei Beispiele vorstellen. 
"So I want you to imagine that you're in Julie's shoes, or someone who's really close to you who suffers from asthma or another lung disorder. ","Stellt euch vor, ihr wärt an Julies Stelle, oder jemand, der euch sehr nahe steht, der an Asthma oder einer bronchialen Erkrankung leidet. "
So let me step back and ask: what's power? ,Gehen wir nun einen Schritt zurück und fragen uns: Was ist Macht? 
Here's a simple game to get us started. ,Fangen wir mit einem einfachen Spiel an. 
And you can start iterating the design. ,Und dann können Sie das Design verändern. 
But don't we need meat to be big and strong? ,"Etwas mehr als 200 Gramm. Aber brauchen wir Fleisch nicht, um groß und stark zu werden? "
These are the next two lines in the movie. ,Das sind die nächsten beiden Zeilen im Film. 
"Your assignment, when you're learning the gratitude visit, is to write a 300-word testimonial to that person, call them on the phone in Phoenix, ask if you can visit, don't tell them why. ","Wenn Sie den Dankesbesuch lernen, ist Ihre Aufgabe, einen 300 Wörter lange Erfahrungsbericht an diese Person zu schreiben, sie in Phoenix anzurufen, zu fragen, ob Sie sie besuchen können, ihr nicht sagen warum, an ihrer Haustür aufzutauchen, "
"What they're doing in the Redwood forest canopy soil hundreds of feet above the ocean, or how they got there, is completely unknown. ","Was sie in den Kronen der Redwood-Wälder machen, hundert Meter über dem Meeresspiegel, und wie sie da hinkamen ist vollkommen unklar. "
And you can apply this to anything. ,Das lässt sich auf alles anwenden. 
And it's one after the other. ,Und so geht es weiter. 
It works like this -- this doesn't actually produce any sound. ,Und das funktioniert so -- eigentlich gibts es gar keine Töne von sich. 
"And now, I pass that to you. ",Jetzt gebe ich es Ihnen weiter. 
Here's the key question. ,Hier ist die Schlüsselfrage. 
"Well, you build the largest digital camera in history, using the same technology you find in the cameras in your cell phone or in the digital cameras you can buy in the High Street, but now at a scale that is five and a half feet across, about the size of a Volkswagen Beetle, where one image is three billion pixels. ","Man baut die größte Digitalkamera der Geschichte, mit der Technologie, die Sie auch in Ihren Handykameras oder in den Digitalkameras im Geschäft finden, nur mit einem Durchmesser von gut eineinhalb Metern, etwa so groß wie ein VW Käfer, und einem Bild, das aus drei Milliarden Pixeln besteht. "
I'll show you a few examples of this now. ,Ich werde Ihnen nun einige Beispiele dazu zeigen. 
I'm just going to show you two of them. ,Ich zeige Ihnen zwei dieser Bilder. 
"Now, I'm sitting here trying to figure out ""the gay lifestyle,"" ""the gay lifestyle,"" and I keep hearing this word over and over and over again: lifestyle, lifestyle, lifestyle. ","Jetzt sitze ich hier und versuche den ""Gay Lifestyle"" zu kapieren, und ich höre dieses Wort immer wieder: Lifestyle, Lifestyle, Lifestyle. "
"The first time, nothing will happen, because the system has no idea how he thinks about ""pull."" ","Das erste Mal wird nichts passieren, weil das System noch keine Ahnung hat, dass er ""ziehen"" denkt. "
There's one condition: You must write like crazy. Like crazy! ,Es gibt eine Bedingung: Sie müssen wie verrückt schreiben. 
"(Laughter) It turns out, we've been finding more and more that crows are really intelligent. ","(Gelächter) Wir stellen also immer mehr fest, dass Krähen wirklich, wirklich intelligent sind. Ihre Gehirne haben im Vergleich zu ihrem Körper "
"You say what you're doing in 140 characters or less, and people who are interested in you get those updates. ","Man erzählt, was man gerade macht, mit 140 Zeichen oder weniger, und Personen, die daran interessiert sind, bekommen dieses Updates. "
Let me highlight it for you. ,Lassen Sie es mich für Sie hervorheben. 
"So, please mix them. ",Wenn du die Karten bitte mischen könntest. 
"What I want you to do, it only takes 24 hours, is: create a movement. ","Was ich von Ihnen möchte, dauert nur 24 Stunden. Schaffen Sie eine Bewegung. "
How do you feel seeing your child so upset? ,"Wie fühlt es sich an, sein Kind so verletzt zu sehen? "
"It's like after every exam, when I walk out, the teacher would say, ""Hey, come. ","Zum Beispiel, wenn ich aus einer Prüfung raus ging sagte der Lehrer, ""Hey, komm Mal her!"" "
"What if every country in the world chose to be like Costa Rica in prioritizing human well-being, using its wealth for the well-being of its citizens? ","Was, wenn jedes Land der Erde wie Costa Rica sein wollte, indem es menschliches Wohl priorisiert und seinen Reichtum für das Wohl seiner Bürger nutzt? "
"Therefore, your brain has nothing to interpret into an image. ","fängt das Licht auch nicht auf. Deshalb hat dein Gehirn nichts, "
"Newspapers printed headlines like, ""Flopnik"" and ""Kaputnik."" ","Die Zeitungen betitelten ihn als ""Flopnik"" und ""Kaputnik"". "
"And this is a pretty well-educated audience, so I imagine you all know something about AIDS. ","Und das hier ist ein ziemlich gebildetes Publikum, also nehme ich an, dass Sie alle etwas über AIDS wissen. "
"Do a canned demo, or something that lets me know why people are going to buy whatever it is. ","Zeigen Sie eine vorbereitete Demo oder tun Sie etwas, dass mir zeigt, warum Menschen kaufen werden, was auch immer es ist. "
Now try and wrap your head around that for a second. ,"Nun versuchen Sie mal, das zu begreifen. "
"So naturally, I asked, what is African? ","Ich fragte also, was heißt afrikanisch? "
"Now, think of what we can do with this. ","Stellen Sie sich vor, was wir damit machen können. "
"And then find out about chickadees, and tell us about them in your own voice. ","Und dann finde etwas über die Meisen heraus und erzähle uns etwas über sie, in deinen eigenen Worten. "
You get it? No? O.K. ,Verstehen Sie das? 
"(Applause) Now I don't know about you, but sometimes I have these images in my head of separated at birth. ","(Applaus) Ich weiß nicht, wie es Ihnen geht, aber mir kommen manchmal Bilder von getrennt aufwachsenden Zwillingen. "
Or you start fishing. ,Oder man fischt. 
But you need to talk about surgical instruments and the evolution of surgical technology together. ,Jedoch muss man über chirurgische Instrumente und die Entwicklung der chirurgischen Technologie zusammen sprechen. 
I'm going to give you just a few. ,Ich zeige Ihnen nur ein paar. 
"So now, if you were going to be a violinist, which you probably weren't, you go and do this on Wednesday. ","Wenn Sie Geigenspieler werden wollen, was wahrscheinlich nicht der Fall ist, können Sie das am Mittwoch tun. "
"Or imagine that instead of seeking constructive feedback about your performance, you instead told everyone who tried to help you that they were wrong. ","Oder statt konstruktive Kritik der eigenen Leistung zu suchen lässt man jeden, der einem zu helfen versucht, wissen, das er falsch liegt. "
"If you just change one letter in that content, you get a much better word, much better content: free. ","Wenn man nur einen Buchstaben im Inhalt ändert, bekommt man ein viel besseres Wort, einen besseren Inhalt: Frei. "
Pause here if you want to figure it out for yourself! ,"Stoppe das Video hier, um es selbst heraus zufinden. "
Go ahead and play that. ,Können wir das abspielen? 
Here's one of them that we have up now. ,"Hier ist einer davon, den wir jetzt aufgebaut haben. "
And it has this constant voiceover narrative in your stream of conscious thinking. ,Und er hat einen permanenten Sprecher: das bewusste Denken. 
I'm going to present a problem and try to give you an answer. ,"Ich zeige Ihnen ein Problem auf, und schlage Ihnen eine Lösung vor. "
"So, I want you to just think about it for a moment. ","Ich möchte, dass sie einen Moment darüber nachdenken. "
"Now looking at a few cases, here's one of the first cases that we had. ",Lassen Sie uns einige Fälle ansehen; dies ist einer unserer ersten Fälle. 
And here's just one example. ,Hier ist ein Beispiel. 
"And everytime this happens, the next person in line will switch the parity they expect to see. ","Und jedes Mal, wenn das passiert, wechselt die folgende Person zur jeweils anderen Parität. "
"Al Gore: You have no idea. (Laughter) CA: When you look at what the leading candidates in your own party are doing now -- I mean, there's -- are you excited by their plans on global warming? ","Al Gore: Sie haben keine Ahnung. (Gelächter) CA: Wenn Sie betrachten, was die führenden Kandidaten in Ihrer eigenen Partei heute tun, sind Sie von deren Plänen zur globalen Erwärmung begeistert? "
Let's just start with an example of that very fact. ,Fangen wir mit einem Beispiel an. 
So practice. ,Also üben Sie das. 
And here's the result. ,Und hier ist das Ergebnis. 
So how does a word get into a dictionary? ,Wie kommt also ein Wort in ein Wörterbuch? 
Translate this into adult language. ,Übersetzen wir dies in die Erwachsenensprache. 
"What is the response to acute myocardial infarction, a heart attack, today? ","Wie ist heute die Reaktion bei akutem Myocardialinfarkt, Herzinfarkt? "
What is a Whitopia? ,"Was ist ein ""Whitopia""? "
How much weapons-grade nuclear material do you think it would take to level a city the size of San Francisco? ,Welche Menge an Nuklearwaffenmaterial braucht man für die Zerstörung einer Stadt in der Größe von San Francisco? 
Why is Cargill important? ,Warum ist Cargill wichtig? 
You've been working on this solar company SolarCity. ,Sie haben auch an diesem Solar-Unternehmen SolarCity gearbeitet. 
And does purpose play into it? ,Und spielt Vorsatz mit hinein? 
I can't wait to see what we TEDsters do about this crisis. ,"Ich kann es kaum erwarten, was wir TEDster gegen die Krise unternehmen. "
"First, pick a random book. ",Zuerst wählst du willkürlich ein Buch aus. 
Tell them this story. Convince them to tell the story to another two persons. ,"Erzählen Sie ihnen diese Geschichte. Überzeugen Sie sie davon, diese Geschichte zwei weiteren Personen zu erzählen. "
So let me tell you a little bit about what rating agencies really do. ,"Lassen Sie mich Ihnen also erklären, was diese Ratingagenturen wirklich tun. "
So let's think about this for a minute. ,Überlegen wir also einen Moment. 
"So, what does it mean to get serious about providing hope for the bottom billion? ","Was bedeutet es, Ernst zu machen und der untersten Milliarde Hoffnung zu geben? "
"And most of the time I'm glad to say that I can answer them, but sometimes I have to say, ""I'm really sorry, but I don't know because I'm not that kind of a doctor."" ","Und meistens kann ich die Fragen sogar beantworten, aber manchmal muss ich einfach sagen, ""Tut mir wirklich leid, aber das weiß ich nicht, denn ich bin keine solche Ärztin."" "
The idea here is to explain what happens when you steam broccoli. ,"Die Idee dahinter ist, zu erklären, was passiert wenn man Brokkoli dünstet. "
One of the websites told me that ants could be the problem. ,"Eine der Websites schrieb, Ameisen könnten das Problem sein. "
"Well, I emailed a Nobel Laureate in Physiology or Medicine and he said, ""Sure, come and talk to me."" ","Ich schrieb einem Nobelpreisträger für Physiologie oder Medizin und er sagte: ""Klar, lass uns reden."" "
And then you might come up with something like this. ,Und es ist etwas Kompliziertes 
"Remember, that's a short time. ","Denkt daran, das ist eine kurze Zeit. "
So what's a resident to do to fit in? ,"Was tut ein Ansässiger also, um dazu zu gehören? "
"All of that is necessary, but we still have huge amounts of problems to overcome. ","All dies ist notwendig, aber wir haben immer noch riesige Berge von Problemen zu überwinden. "
"Well, what is dark energy and why does it exist? ","Nun, was ist Dunkle Energie und warum existiert sie? "
What if both boys and girls were raised not to link masculinity with money? ,"Was wäre, wenn Jungs und Mädchen beide dazu erzogen würden, Männlichkeit nicht mit Geld zu verknüpfen? "
"We have time to think, we have time to I don't know what, speak about art and things like that. ","Man hat Zeit nachzudenken, man hat Zeit sonst was zu tun, über Kunst zu sprechen und solche Dinge. "
"And look at the amazing change in this one, where that gully has completely healed using nothing but livestock mimicking nature, and once more, we have the third generation of that family on that land with their flag still flying. ","Sehen Sie sich diesen verblüffenden Wandel an: Die Erosion ist vollständig verschwunden, ausschließlich mit dem Einsatz von Viehherden, die die Natur nachahmen. Wiederum wird auch hier das Land in 3. Generation mit wehenden Fahnen bewirtschaftet. "
"Or I can use childish words like ""poo"" and ""pee."" Eh. ","dieses Video nicht anschauen. Oder ich könnte kindische Wörter wählen, "
"What are you feeling and thinking about this photo, about this woman? ","Was fühlen Sie bei diesem Bild, was denken Sie über diese Frau? "
"But when it comes to the really big stuff, like what's our career path going to be or who should we marry, why should we assume that our intuitions are better calibrated for these than slow, proper analysis? ","Wenn es aber um etwas richtig Großes geht, wie unseren zukünftige berufliche Laufbahn oder den Menschen, den wir heiraten sollten, warum sollte unsere Intuition besser dafür kalibriert sein, als eine langsame, ordentliche Analyse? "
"Once we have that answer, why should you care? ",Warum sollte Sie sich für die Antwort interessieren? 
"ES: The best way to understand PRISM, because there's been a little bit of controversy, is to first talk about what PRISM isn't. ","ES: Um zu verstehen, was PRISM ist, -- denn da war man geteilter Ansicht -- sollte man erst klären, was es nicht ist. "
"And this is actually not the first time this happened, because history shows us accessibility ignites innovation. ",Tatsächlich ist dies nicht das erste Mal. Die Geschichte zeigt uns: Zugänglichkeit entfacht Innovation. 
"For this reason, I had to leave my family when I was seven and to stay in a city far away from my village with no contact with my family. ","Aus diesem Grund musste ich mit sieben Jahren meine Familie verlassen um in einer Stadt zu leben, weit weg von meinem Dorf, ohne Kontakt zu meiner Familie. "
It's a good question. How do you feel about how you spend your time each day? ,"Eine gute Frage. Was halten Sie von dem, womit sie täglich ihre Zeit verbringen? "
"Rimini Protokoll chooses 100 people that represent that city at that moment in terms of race and gender and class, through a careful process that begins three months before, and then those 100 people share stories about themselves and their lives, and the whole thing becomes a snapshot of that city at that moment. ","Rimini Protokoll wählt 100 Menschen aus, die die Stadt repräsentieren, in Bezug auf Rasse, Geschlecht und Klasse, durch einen sorgsamen Prozess, der drei Monate vorher beginnt, und dann erzählen die 100 Menschen Geschichten über sich selbst und ihr Leben. Das Ganze wird zu einer Momentaufnahme der Stadt. "
"But actually, the nine-month-long process of molding and shaping that goes on in the womb is a lot more visceral and consequential than that. ","Aber die neunmonatige Entwicklung, das Formen und Prägen im Mutterleib, ist viel viszeraler und folgenreicher als das. "
"That is, I imagine, what people in Redmond wake up in the middle of the night thinking about. ","Das ist es, stelle ich mir vor, mitdem die Leute in Redmond mitten in der Nacht aufwachen und nachdenken. "
"The most kind of crude way in which we have it, are things like horoscopes. ",Am oberflächlichsten sieht man das in Dingen wie Horoskopen. 
So how will criminals abuse this? ,Wie werden Kriminelle das missbrauchen? 
"As you look forward, what are your options as a country, as a nation? ","Wenn Sie nach vorne schauen, was sind Ihre Optionen als Land, als Nation? "
"You might have a quick idea, but to be in deep thought about a problem and really consider a problem carefully, you need long stretches of uninterrupted time. ","Man kommt vielleicht auf eine schnelle Idee, aber um sich grundlegende Gedanken über ein Problem zu machen und es sorgfältig zu durchdenken, braucht man längere Zeiträume ohne Unterbrechungen. "
"I present to you an excerpt of that work ""Simhanandini."" ","Ich stelle Ihnen einen Ausschnitt dieser Arbeit vor ""Simhanandini."" "
"By using this tool over and over and simulating outcome after outcome, people can understand that the investments and savings that they undertake today determine their well-being in the future. ","Indem sie dieses Tool wieder und wieder verwenden und Ergebnis um Ergebnis simulieren, können die Leute verstehen, dass die Investitionen und Einsparungen, die sie heute vornehmen, ihr Wohlergehen in der Zukunft bestimmen. "
What we stumbled across at this tender age of just five and seven -- we had no idea at the time -- was was going be at the vanguard of a scientific revolution occurring two decades later in the way that we look at the human brain. ,"in dem zarten Alter von nur fünf und sieben – damals war uns das gar nicht bewusst – war etwas, das zwanzig Jahre später in der Vorhut einer wissenschaftlichen Revolution mitreiten sollte, nämlich die Art, wie wir das menschliche Gehirn betrachten. "
"Or, to be more precise, how do most of the women in the world wash? ","Oder um es genauer auszudrücken, wie waschen die meisten Frauen der Welt? "
"If I gave you a few beers to taste and I asked you to rate them on intensity and bitterness, different beers would occupy different space. ","Wenn Sie zum Beispiel ein paar Biersorten nach Geschmacksstärke und Bitterkeit bewerten sollen, würden verschiedene Biere an verschiedenen Stellen landen. "
"Now, to begin to get just a glimpse of the answer to this question, let's go back to Chile. ","Um einen ersten Einblick in die Antwort dieser Frage zu bekommen, kehren wir zurück nach Chile. "
"(Laughter) Now, if everything has gone relatively well in your life so far, you probably haven't had that thought before. ","(Lachen) Wenn in Ihrem Leben bisher alles normal gelaufen ist, hatten Sie diesen Gedanken wohl noch nicht. "
"And in the corner of one of these -- one of my notes, is this note that says, when asked, what do you think of conventional foie gras? ","Und in der Ecke einer meiner Notizen, auf dieser Notiz stand, bei der Frage ""Was hältst du von konventioneller Foie Gras?"" "
So now let's go to cat locomotion and the importance of biomechanics. ,Nun zur Fortbewegung der Katze und der Wichtigkeit von Biomechanik. 
What if doctors were to become totally transparent with their patients? ,"Was, wenn Ärzte absolut transparent gegenüber ihren Patienten wären? "
"I then go to a news site, look for some headlines. ",Dann schaue ich mir auf einer Nachrichtenseite die Schlagzeilen an. 
"And he said, ""So what are you going to do to celebrate?"" ",und sagte: »Wie werdet ihr denn feiern?« 
What sticks with people in the audience at the end of a performance? ,Was behalten die Zuhörer im Publikum am Ende der Darbietung? 
So I'm going to say awesome stuff about myself. ,"Deshalb werde ich grandiose Dinge über mich sagen, "
"So I would like to say something to all the people out there like me to the Africans, and the poor who are struggling with your dreams. ","Nun möchte ich etwas zu all denen dort draussen, wie mir, sagen, zu den Afrikanern und den Armen die mit ihren Träumen kämpfen, "
"One is called ""Jazz"" and the other one is called ""Swing."" ","Eine heißt ""Jazz"" und die andere heißt ""Swing"". "
"But, actually, we don't do that. ","Aber das haben wir nicht, oder? "
And similar trends are found for colorectal and ovarian cancer. ,Es gibt ähnliche Tendenzen bei Dickdarm- und Eierstockkrebs. 
"But the fact that we still have a lot to learn, that doesn't mean that we don't know a lot already. ","Aber der Umstand, dass wir noch viel zu lernen haben, bedeutet nicht, dass wir nicht schon eine Menge wissen. "
Now we have Wikipedia. ,Jetzt haben wir Wikipedia. 
"With things, if the technology sucks, it just vanishes, right? ","Wenn die Technologie hinter einem Gegenstand schlecht ist, dann verschwindet sie einfach wieder, nicht wahr? "
No ... ,Nein ... 
And let's start with a question. ,Beginnen wir mit einer Frage. 
"This matters for governments, because to counter these groups, they will have to invest more in non-military tools. ","Das ist wichtig für Regierungen. Denn um diesen Gruppen entgegenzutreten, werden sie mehr in nicht-militärische Werkzeuge investieren müssen. "
"Please let there be some left.'"" And then, telling me this story, Frankie said, ""You know ... God, drugs really make you stupid."" ","Bitte lass da noch was übrig sein.' "" Und dann, wie er mir diese Geschichte erzählt, sagt Frankie: ""Weißt du, Drogen machen einen weiß Gott wirklich dumm."" "
How can metronomes communicate? ,Wie können Metronome kommunizieren? 
"And, seriously, like, I can wear heels. ","Und, ich kann wirklich hohe Absätze tragen. "
Number 12. ,Nummer 12. 
Let's look at an actual example. ,Sehen wir uns ein konkretes Beispiel an. 
We thought it was essential that people should be able to use this system in their own language. ,"Wir dachten es sei wichtig, dass Menschen dieses System in ihrer eigenen Sprache nutzen können. "
"And instead of talking about how it made them realize that money doesn't lead to happiness, everyone started saying, ""You know what I'd do if I won the lottery ...?"" ","Und anstelle darüber zu reden, dass der Artikel ihnen klarmachte, dass Geld nicht glücklich macht, begann jeder sofort zu sagen, ""Wenn ich in der Lotterie gewonnen hätte, dann würde ich..."" "
Let me explain what that is. ,"Lassen Sie mich erklären, was das ist. "
"As a homework assignment, think of 10 ways to get around it. ","Als Hausaufgabe denken Sie sich 10 Wege aus, diese zu umgehen. "
"And a few years ago, I was looking at some of the addicts in my life who I love, and trying to figure out if there was some way to help them. ","Vor einigen Jahren dachte ich über die Süchtigen nach, die mir nahestehen, und zerbrach mir den Kopf darüber, wie man ihnen helfen kann. "
"RB: Well, of course, the PR experts said that as an airline owner, the last thing you should be doing is heading off in balloons and boats, and crashing into the seas. ","RB: Na ja, die PR-Experten sagten, das Letzte, was ein Besitzer einer Fluglinie tun sollte, ist in einem Ballon oder Boot loszulegen und dann im Meer zu verunglücken. "
"And as I'm sitting in the lobby waiting to talk to the reporter, I notice there's a magazine copy of the current issue right there on the table, and I pick it up, and I look at the headline across the top, and it says, ""America's Fattest Cities: Do You Live in One?"" ","Und als ich dort im Eingangsbereich saß und auf den Journalisten wartete, sah ich ein Exemplar der aktuellen Ausgabe auf dem Tisch liegen. Ich nahm es und las die Schlagzeile: ""Amerikas fetteste Städte: Leben Sie in einer?"" "
"Most of it is because of ways that the liabilities are building up and the trends, and that creates a huge challenge. ","Das meiste kommt durch sich aufstauende Schulden und die Trends, und dadurch erwächst eine riesige Herausforderung. "
"And while I don't have any patents that I'm aware of, you will be meeting a few of my inventions today. ","Und obwohl ich keine Patente habe, soviel mir bewusst ist, werden Sie heute einige meiner Erfindungen treffen. "
Nobody around to teach me? Fine. ,"Keiner da, um mich etwas zu lehren? "
"So given that we know and should believe -- because Moore's Law's been, like, a constant, I mean, it's just been very predictable progress over the last 40 years or whatever. ","Also da wir wissen, und aufgrund der Konstantheit des Mooreschen Gesetzes es auch glauben sollten, ich meine, der Fortschritt in den letzten 40 Jahren oder so ist immer sehr voraussehbar gewesen. "
"Now, let's take a normal example. ",Und jetzt nehmen wir ein normales Beispiel. 
"We have lots of ideas, but I guarantee you this one thing -- and I've talked to some people here at TED -- it's not going to look like anything you've seen before. ","Wir haben viele Ideen, aber ich garantiere Ihnen diese eine Sache – ich habe mit einigen Leute hier bei TED gesprochen – es wird nicht aussehen wie etwas, was Sie kennen. "
What we do in hard choices is very much up to each of us. ,"Wir wir harte Entscheidungen angehen, liegt im Wesentlichen bei uns selbst. "
"And this little boy tells me, (Spanish) ""Ayúdame. ","Der kleine Junge sagte zu mir: (Spanisch): ""Ayúdame. "
Let me give you a quick idea of a couple of these sorts of questions. ,Hier ein kurzer Eindruck von einigen dieser Fragen. 
Let's do it. ,Setzen wir sie um. 
